,0
feature_5,0.2889895475746848
feature_6,0.25027561587691505
feature_1,0.2352838192815138
feature_4,0.09399379442297129
feature_10,0.07078828183687907
feature_2,0.030948164918503523
feature_7,0.010203990467345648
feature_3,0.009299067799225012
feature_9,0.00530173737341577
feature_8,0.0049159804485460375
