,0
feature_5,0.24882474412498387
feature_10,0.15311684618169596
feature_4,0.1512240240484984
feature_1,0.1503811892712292
feature_6,0.14460089749816757
feature_7,0.05719340574239878
feature_2,0.051161290193144436
feature_3,0.01617643009516834
feature_9,0.013717997929229609
feature_8,0.013603174915483835
