,0
feature_5,0.31461952868486415
feature_6,0.24962959698027395
feature_1,0.23800294102324634
feature_4,0.09462555770765683
feature_10,0.06134065582724974
feature_2,0.017957818563962114
feature_8,0.009899770498070497
feature_7,0.006603118703757004
feature_3,0.005884436069154091
feature_9,0.001436575941765318
