fpr,tpr,thresholds
0.0,0.0,inf
0.0,0.009900990099009901,0.8518876449820975
0.0,0.31683168316831684,0.6504884516387336
0.010101010101010102,0.31683168316831684,0.6481547383639523
0.010101010101010102,0.3465346534653465,0.6397069165310335
0.020202020202020204,0.3465346534653465,0.63746357644866
0.020202020202020204,0.40594059405940597,0.6279147060551103
0.030303030303030304,0.40594059405940597,0.6228846479042299
0.030303030303030304,0.42574257425742573,0.6164887569276979
0.04040404040404041,0.42574257425742573,0.6143630391242917
0.04040404040404041,0.5544554455445545,0.5811261778029597
0.050505050505050504,0.5544554455445545,0.5773660556303837
0.050505050505050504,0.5643564356435643,0.5684129614103004
0.06060606060606061,0.5643564356435643,0.5671068142918111
0.06060606060606061,0.594059405940594,0.5650941826002208
0.0707070707070707,0.594059405940594,0.563916586664556
0.0707070707070707,0.6633663366336634,0.5539081327211485
0.08080808080808081,0.6633663366336634,0.5530476450340892
0.08080808080808081,0.6831683168316832,0.5503541300120522
0.09090909090909091,0.6831683168316832,0.5441815047980986
0.09090909090909091,0.7524752475247525,0.516312692891509
0.10101010101010101,0.7524752475247525,0.5158325084724773
0.10101010101010101,0.7821782178217822,0.5107081109084776
0.12121212121212122,0.7821782178217822,0.5083429354779081
0.12121212121212122,0.801980198019802,0.5038729917280569
0.13131313131313133,0.801980198019802,0.4978618761717804
0.13131313131313133,0.8118811881188119,0.4920106902679526
0.1414141414141414,0.8118811881188119,0.48968553634465606
0.1414141414141414,0.8415841584158416,0.48468427680386955
0.15151515151515152,0.8415841584158416,0.48427920318313183
0.15151515151515152,0.8514851485148515,0.4797999543488991
0.16161616161616163,0.8514851485148515,0.47816838078878154
0.16161616161616163,0.8613861386138614,0.4781535745538538
0.1717171717171717,0.8613861386138614,0.47466895705399553
0.1717171717171717,0.8712871287128713,0.4717241153125302
0.18181818181818182,0.8712871287128713,0.4713679141266074
0.18181818181818182,0.8910891089108911,0.4668973655230487
0.20202020202020202,0.8910891089108911,0.4662729002909148
0.20202020202020202,0.900990099009901,0.4655709066471389
0.21212121212121213,0.900990099009901,0.4647973295731456
0.21212121212121213,0.9108910891089109,0.46358616807590175
0.2222222222222222,0.9108910891089109,0.46253060093528026
0.2222222222222222,0.9207920792079208,0.45827723170079426
0.23232323232323232,0.9207920792079208,0.45426411855975213
0.23232323232323232,0.9306930693069307,0.4516701880127639
0.26262626262626265,0.9306930693069307,0.4439567131303377
0.26262626262626265,0.9405940594059405,0.44295242432561877
0.2727272727272727,0.9405940594059405,0.44086482863794896
0.2727272727272727,0.9504950495049505,0.43745709645507913
0.29292929292929293,0.9504950495049505,0.4345519463781262
0.29292929292929293,0.9702970297029703,0.418559156879648
0.5151515151515151,0.9702970297029703,0.3724439052289349
0.5151515151515151,0.9801980198019802,0.3721645152074228
0.5656565656565656,0.9801980198019802,0.3629365518082135
0.5656565656565656,1.0,0.3598669148379382
1.0,1.0,0.17954546453787792
